0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.393725,-0.200815,0.76505
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394243,-0.200111,0.764918
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394243,-0.200111,0.764918
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.393725,-0.200815,0.76505
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.393725,-0.200815,0.76505
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.392126,-0.19909,0.760693
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
0.394409,-0.199912,0.764082
0.396434,-0.201853,0.769274
